study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp
PRJEB38036	SAMEA6804741	ERX4088419	ERR4097246	408170	human gut metagenome	CNX0150073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097246/ERR4097246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097246/ERR4097246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097246/E_38.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097246/E_38.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097246
PRJEB38036	SAMEA6804742	ERX4088420	ERR4097247	408170	human gut metagenome	CNX0150070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097247/ERR4097247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097247/ERR4097247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097247/E_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097247/E_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097247
PRJEB38036	SAMEA6804743	ERX4088421	ERR4097248	408170	human gut metagenome	CNX0150071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097248/ERR4097248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097248/ERR4097248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097248/E_32.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097248/E_32.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097248
PRJEB38036	SAMEA6804963	ERX4088422	ERR4097249	408170	human gut metagenome	CNX0149891	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097249/ERR4097249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097249/ERR4097249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097249/A_11.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097249/A_11.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097249
PRJEB38036	SAMEA6804966	ERX4088423	ERR4097250	408170	human gut metagenome	CNX0149894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097250/ERR4097250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097250/ERR4097250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097250/A_14.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097250/A_14.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097250
PRJEB38036	SAMEA6804820	ERX4088424	ERR4097251	408170	human gut metagenome	CNX0149928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097251/ERR4097251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097251/ERR4097251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097251/B_18.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097251/B_18.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097251
PRJEB38036	SAMEA6804819	ERX4088425	ERR4097252	408170	human gut metagenome	CNX0149929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097252/ERR4097252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097252/ERR4097252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097252/B_2.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097252/B_2.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097252
PRJEB38036	SAMEA6804816	ERX4088426	ERR4097253	408170	human gut metagenome	CNX0149926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097253/ERR4097253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097253/ERR4097253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097253/B_16.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097253/B_16.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097253
PRJEB38036	SAMEA6804815	ERX4088427	ERR4097254	408170	human gut metagenome	CNX0149927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097254/ERR4097254.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097254/ERR4097254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097254/ERR4097254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097254/B_17.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097254/B_17.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097254
PRJEB38036	SAMEA6804818	ERX4088428	ERR4097255	408170	human gut metagenome	CNX0149924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097255/ERR4097255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097255/ERR4097255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097255/B_14.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097255/B_14.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097255
PRJEB38036	SAMEA6804817	ERX4088429	ERR4097256	408170	human gut metagenome	CNX0149925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097256/ERR4097256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097256/ERR4097256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097256/B_15.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097256/B_15.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097256
PRJEB38036	SAMEA6804812	ERX4088430	ERR4097257	408170	human gut metagenome	CNX0149922	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097257/ERR4097257.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097257/ERR4097257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097257/ERR4097257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097257/B_12.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097257/B_12.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097257
PRJEB38036	SAMEA6804811	ERX4088431	ERR4097258	408170	human gut metagenome	CNX0149923	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097258/ERR4097258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097258/ERR4097258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097258/B_13.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097258/B_13.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097258
PRJEB38036	SAMEA6804814	ERX4088432	ERR4097259	408170	human gut metagenome	CNX0149920	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097259/ERR4097259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097259/ERR4097259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097259/B_10.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097259/B_10.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097259
PRJEB38036	SAMEA6804813	ERX4088433	ERR4097260	408170	human gut metagenome	CNX0149921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097260/ERR4097260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097260/ERR4097260_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097260/B_11.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097260/B_11.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097260
PRJEB38036	SAMEA6804934	ERX4088434	ERR4097261	408170	human gut metagenome	CNX0150029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097261/ERR4097261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097261/ERR4097261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097261/D6300_2_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097261/D6300_2_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097261
PRJEB38036	SAMEA6804933	ERX4088435	ERR4097262	408170	human gut metagenome	CNX0150028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097262/ERR4097262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097262/ERR4097262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097262/D6300_18.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097262/D6300_18.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097262
PRJEB38036	SAMEA6804786	ERX4088436	ERR4097263	408170	human gut metagenome	CNX0150078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097263/ERR4097263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097263/ERR4097263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097263/E_4_21.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097263/E_4_21.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097263
PRJEB38036	SAMEA6804926	ERX4088437	ERR4097264	408170	human gut metagenome	CNX0150021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097264/ERR4097264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097264/ERR4097264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097264/D6300_11.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097264/D6300_11.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097264
PRJEB38036	SAMEA6804925	ERX4088438	ERR4097265	408170	human gut metagenome	CNX0150020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097265/ERR4097265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097265/ERR4097265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097265/D_9.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097265/D_9.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097265
PRJEB38036	SAMEA6804928	ERX4088439	ERR4097266	408170	human gut metagenome	CNX0150023	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097266/ERR4097266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097266/ERR4097266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097266/D6300_13.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097266/D6300_13.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097266
PRJEB38036	SAMEA6804787	ERX4088440	ERR4097267	408170	human gut metagenome	CNX0150079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097267/ERR4097267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097267/ERR4097267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097267/E_4_22.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097267/E_4_22.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097267
PRJEB38036	SAMEA6804930	ERX4088441	ERR4097268	408170	human gut metagenome	CNX0150025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097268/ERR4097268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097268/ERR4097268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097268/D6300_15.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097268/D6300_15.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097268
PRJEB38036	SAMEA6804929	ERX4088442	ERR4097269	408170	human gut metagenome	CNX0150024	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097269/ERR4097269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097269/ERR4097269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097269/D6300_14.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097269/D6300_14.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097269
PRJEB38036	SAMEA6804932	ERX4088443	ERR4097270	408170	human gut metagenome	CNX0150027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097270/ERR4097270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097270/ERR4097270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097270/D6300_17.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097270/D6300_17.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097270
PRJEB38036	SAMEA6804931	ERX4088444	ERR4097271	408170	human gut metagenome	CNX0150026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097271/ERR4097271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097271/ERR4097271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097271/D6300_16.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097271/D6300_16.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097271
PRJEB38036	SAMEA6804949	ERX4088445	ERR4097272	408170	human gut metagenome	CNX0150044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097272/ERR4097272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097272/ERR4097272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097272/D6300_4_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097272/D6300_4_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097272
PRJEB38036	SAMEA6804847	ERX4088446	ERR4097273	408170	human gut metagenome	CNX0149971	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097273/ERR4097273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097273/ERR4097273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097273/C_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097273/C_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097273
PRJEB38036	SAMEA6804967	ERX4088447	ERR4097274	408170	human gut metagenome	CNX0149895	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097274/ERR4097274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097274/ERR4097274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097274/A_15.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097274/A_15.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097274
PRJEB38036	SAMEA6804887	ERX4088448	ERR4097275	408170	human gut metagenome	CNX0150069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097275/ERR4097275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097275/ERR4097275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097275/E_30.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097275/E_30.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097275
PRJEB38036	SAMEA6804945	ERX4088449	ERR4097276	408170	human gut metagenome	CNX0150040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097276/ERR4097276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097276/ERR4097276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097276/D6300_32.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097276/D6300_32.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097276
PRJEB38036	SAMEA6804914	ERX4088450	ERR4097277	408170	human gut metagenome	CNX0150094	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097277/ERR4097277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097277/ERR4097277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097277/F_16.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097277/F_16.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097277
PRJEB38036	SAMEA6804829	ERX4088451	ERR4097278	408170	human gut metagenome	CNX0149988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097278/ERR4097278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097278/ERR4097278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097278/D_12.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097278/D_12.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097278
PRJEB38036	SAMEA6804916	ERX4088452	ERR4097279	408170	human gut metagenome	CNX0150096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097279/ERR4097279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097279/ERR4097279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097279/F_18.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097279/F_18.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097279
PRJEB38036	SAMEA6804917	ERX4088453	ERR4097280	408170	human gut metagenome	CNX0150097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097280/ERR4097280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097280/ERR4097280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097280/F_2.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097280/F_2.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097280
PRJEB38036	SAMEA6804918	ERX4088454	ERR4097281	408170	human gut metagenome	CNX0150090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097281/ERR4097281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097281/ERR4097281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097281/F_12.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097281/F_12.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097281
PRJEB38036	SAMEA6804919	ERX4088455	ERR4097282	408170	human gut metagenome	CNX0150091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097282/ERR4097282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097282/ERR4097282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097282/F_13.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097282/F_13.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097282
PRJEB38036	SAMEA6804920	ERX4088456	ERR4097283	408170	human gut metagenome	CNX0150092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097283/ERR4097283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097283/ERR4097283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097283/F_14.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097283/F_14.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097283
PRJEB38036	SAMEA6804830	ERX4088457	ERR4097284	408170	human gut metagenome	CNX0149989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097284/ERR4097284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097284/ERR4097284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097284/D_13.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097284/D_13.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097284
PRJEB38036	SAMEA6804838	ERX4088458	ERR4097285	408170	human gut metagenome	CNX0149935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097285/ERR4097285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097285/ERR4097285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097285/B_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097285/B_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097285
PRJEB38036	SAMEA6804837	ERX4088459	ERR4097286	408170	human gut metagenome	CNX0149934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097286/ERR4097286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097286/ERR4097286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097286/B_30.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097286/B_30.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097286
PRJEB38036	SAMEA6804836	ERX4088460	ERR4097287	408170	human gut metagenome	CNX0149937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097287/ERR4097287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097287/ERR4097287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097287/B_37.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097287/B_37.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097287
PRJEB38036	SAMEA6804835	ERX4088461	ERR4097288	408170	human gut metagenome	CNX0149936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097288/ERR4097288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097288/ERR4097288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097288/B_32.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097288/B_32.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097288
PRJEB38036	SAMEA6804842	ERX4088462	ERR4097289	408170	human gut metagenome	CNX0149931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097289/ERR4097289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097289/ERR4097289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097289/B_28.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097289/B_28.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097289
PRJEB38036	SAMEA6804841	ERX4088463	ERR4097290	408170	human gut metagenome	CNX0149930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097290/ERR4097290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097290/ERR4097290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097290/B_27.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097290/B_27.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097290
